"side_effect","predicted_drug","similarity_score"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Organising pneumonia 2 Pyrexia 2 Asthenia 2 Cough 2 Dyspnoea 2 Oxygen saturation decreased 2 Rales 2 Respiratory failure 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99697181233602"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Anaemia 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Haemoglobin decreased 6 Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794901951402"
"Haemoglobin decreased 6 Dizziness 6 Fall 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99864395062789"
"Anaemia 3 Hypotension 6 Accidental overdose 6 Nausea 6 Vomiting 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9944693314895"
"Abasia 4 Incontinence 4 Neck pain 4 Hypokinesia 4","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99873719923144"
"Breast cancer 6 Neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99867481541954"
"Application site pain Application site pain Application site erythema Application site exfoliation Application site dryness Application site vesicles Incorrect dose administered Inappropriate schedule of drug administration Incorrect drug administration duration Drug administered at inappropriate site Drug administration error Prescribed overdose Application site discolouration","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99667441883022"
"Breast cancer 6 Neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99867481541954"
"Application site discomfort Application site erythema","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99231459436743"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Application site paraesthesia Application site discomfort Application site swelling Lip swelling Application site erythema","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99293339695433"
"Congenital hydronephrosis 3 Ureteric stenosis 3 Foetal exposure during pregnancy 3","ADVAIR BLOOD PRESSURE MEDICATION","0.9976010006225"
"Off label use Incorrect drug administration duration Medication error Product packaging quantity issue Drug dose omission","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99480007155036"
"Metastatic malignant melanoma 5 Ulcer haemorrhage 5 Skin lesion 5 Pain 5 Infection 6 Inflammation 6 Purulent discharge 6 VIIth nerve paralysis 3 Seborrhoeic keratosis 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99390955351209"
"Swelling 1 Anaemia 6 Oedema peripheral 2 Pyrexia 1 Lethargy 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99895595385406"
"Peripheral swelling 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99847554878805"
"Application site dryness Application site exfoliation Application site pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99542135456528"
"Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868236318221"
"Dental caries 1","RITUXAN","0.10767032657438"
"Hyponatraemia 2 Hypokalaemia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.98006814555557"
"Cough 2 Abnormal behaviour 3 Intentional self-injury 3 Weight increased 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99530038608531"
"Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870121311794"
"Hot flush 1 Product substitution issue 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99773646945003"
"Peripheral swelling 1 Drug ineffective 6 Cellulitis 1 Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99917610164267"
"Drug-induced liver injury 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99858847536106"
"Fluid retention 6 Red blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99727867256674"
"Nausea 1 Abdominal pain upper 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99781229727465"
"Breast cancer 6 Neoplasm progression 6 Weight increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99897208059629"
"Haemolytic uraemic syndrome 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99613689939687"
"Asthenia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99551720616101"
"Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870121311794"
"Diabetic foot infection 6 Blood glucose decreased 6 Renal impairment 6 Unevaluable event 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99516076821514"
"Urticaria 2 Nausea 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99740660524453"
"Renal failure acute 2 Lactic acidosis 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99685743001076"
"Anaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Chest pain 1 Dyspnoea 1 Tachycardia 1 Blood pressure increased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99849549502249"
"Weight decreased 6 Syncope 6 Loss of consciousness 6 Oedema peripheral 6 Sleep apnoea syndrome 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99777239231277"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Oedema peripheral 3 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99797698379096"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Respiratory disorder 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99886251602171"
"Swelling 6 Fluid retention 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99375487290074"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Drug dependence 3 Headache 6 Nausea 6 Abdominal discomfort 6 Therapeutic response unexpected 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9986486342189"
"Oedema peripheral 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99496166995212"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Urinary tract infection 3 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99754026626907"
"Osteoporosis 3 Spinal compression fracture 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99832680923646"
"Vomiting 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99731381041724"
"Acute generalised exanthematous pustulosis 1 Rash pustular 1 Stomatitis 1 Inflammatory pain 1 Blister 1 Hypophagia 1 Skin erosion 1 Leukocytosis 1 Pyrexia 1 Type IV hypersensitivity reaction 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99889609110855"
"Drug dependence 6 Nasal septum deviation 6 Sinusitis 6 Polyp 6 Rhinitis 6 Inappropriate schedule of drug administration 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99715038760982"
"Ageusia 2 Anosmia 2","ADVAIR BLOOD PRESSURE MEDICATION","0.98454196535201"
"Fluid retention 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99453622525052"
"Fabry^s disease 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99784492305874"
"Bacteraemia 6","CLOZARIL CLOZARIL AMISULPRIDE LORAZEPAM DEPAKOTE","0.84590541195265"
"Gastrointestinal pain 1 Diarrhoea 1 Decreased appetite 1 Feeling abnormal 1 Accidental exposure to product by child 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99682561428535"
"Blood pressure decreased 1 Drug ineffective 3 Off label use 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99875567569489"
"Cerebrovascular accident 6 Weight increased 2 Withdrawal syndrome 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99425839595485"
"Ankle fracture 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99886400106247"
"Breast pain 2 Burning sensation 2 Cystitis 2 Erythema 2 Gastrooesophageal reflux disease 2 Hot flush 2 Joint swelling 2 Night sweats 2 Oedema peripheral 2 Pain 2 Pain in extremity 2 Pruritus 2 Sleep disorder 2 Thrombophlebitis 2 Weight bearing difficulty 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99927026198455"
"Vomiting 2 Diarrhoea 2 Abdominal pain upper 2 Nausea 2 Malaise 2 Back pain 2 Headache 2 Incorrect dose administered 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99938328170043"
"Haemoglobin decreased 6 Diarrhoea 6 Red blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99866521757219"
"Pneumonia 6 Haemoglobin abnormal 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99590263784243"
"Haemoglobin decreased 1 Feeling hot 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99663318955756"
"Anaemia 1 Epistaxis 1 Rectal haemorrhage 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99659072924388"
"Pulmonary embolism 1 Hypersensitivity 6 General physical health deterioration 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.996958180933"
"Bronchopulmonary aspergillosis 5 Hypoxia 3 Renal failure acute 6 Endotracheal intubation 6 Disseminated intravascular coagulation 6 Platelet transfusion 6 Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99810369447944"
"Epistaxis 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99478015427043"
"Platelet count decreased 6 Haemoglobin decreased 6 Haematocrit decreased 6 Activities of daily living impaired 6 Muscular weakness 6 Mood altered 6 Fatigue 6 Malaise 6 Lethargy 6 Haemolysis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99731943073858"
"Breast cancer 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99879865305284"
"Hip fracture 6 Therapeutic response unexpected 6 Underdose 6 Drug administered at inappropriate site 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99520193135681"
"Haemoglobin decreased 6 Night sweats 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99824121118571"
"Haemoglobin decreased 6 Fatigue 3 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99895073884728"
"Anaemia 6 Hypoglycaemia 6 Oedema 6 Dizziness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99822176825362"
"Neoplasm malignant 6 Liver disorder 6 Headache 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99818869258903"
"Red blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99789414677546"
"Lobar pneumonia 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99431453191189"
"Injection site necrosis 1 Injection site erythema 1 Injection site induration 1","ABATACEPT SUBQ INJECTION 125MG/ML","0.99678607510051"
"Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Blood pressure increased 2 Haemorrhage 2 Increased appetite 2 Weight increased 2 Heart rate increased 2 Fatigue 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99723345775588"
"Haemoglobin decreased 4 Haematocrit decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855371422493"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Respiratory failure 5 Cystic fibrosis 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99753137513918"
"Anaemia 6 Balance disorder 6 Dyspnoea 6 Pain in extremity 6 Pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9994660699716"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Psoriasis 2 Pruritus 6 Rash erythematous 6 Gastrointestinal disorder 2 Abdominal pain 6 Eczema 6 Therapeutic response decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99865889161737"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Anaemia 3 Platelet count decreased 3 Asthenia 6 Dizziness 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99859114768871"
"Haematuria 6 Urinary tract infection 6 Pyrexia 6 Myalgia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99436290642687"
"Myocardial infarction 6 Coronary artery bypass 6 Unevaluable event 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99689706340972"
"Pancreatitis 2 Diabetes mellitus 6 Peritonitis bacterial 6 Coma hepatic 3 Abdominal pain upper 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.95859044464125"
"Blister 6 Swelling face 6 Abdominal distension 6 Feeling abnormal 6 Vomiting 6 Abdominal pain upper 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99871233336637"
"Coronary artery disease 6 Drug dose omission 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9967830459361"
"Transient ischaemic attack 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99857483582163"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Asthma 6 Wheezing 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99092718480285"
"Anaemia 3 Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99442101544873"
"Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Speech disorder 3 Psychomotor hyperactivity 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99333049298925"
"Haemoglobin decreased 6 Red blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99840591501801"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Rotator cuff syndrome 2 Nasopharyngitis 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99627443936524"
"Death 5 Gastrointestinal haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99892691867594"
"Death 5 Erythropoiesis abnormal 6 Hepatic failure 6 Haemoglobin decreased 6 Oedema peripheral 6 Asthenia 6 Therapeutic response decreased 6 Splenomegaly 6 Fall 6 General physical health deterioration 6 Illness 6 Anxiety 6 Decreased activity 6 Pain 6 Platelet count decreased 6 Increased tendency to bruise 6 Contusion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99827747801271"
"Gastrointestinal haemorrhage 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99810669392075"
"Aortic stenosis 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99488700806222"
"Platelet count decreased 6 Drug effect decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99824831214997"
"Abdominal pain 1 Vomiting 1 Rectal haemorrhage 1 Atrial fibrillation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99890576828731"
"Drug ineffective 2 Anaemia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99863078231838"
"Platelet count decreased 6 Leukocytosis 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9969321299579"
"Nephrolithiasis 6 Urinary tract infection 6 Malaise 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9942135491638"
"Haemoglobin decreased 3 Urinary tract infection 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99702629569723"
"Anaemia 3 Weight increased 3 Thrombocytopenia 6 Somnolence 6 Dyspnoea exertional Fatigue 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99772579949329"
"Pancreatic carcinoma 3","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99912506424161"
"Hallucination, visual 2 Gamma-glutamyltransferase increased 3 Globulins decreased 3 Ventricular remodeling 6 Blood urea nitrogen/creatinine ratio decreased 6 Protein total decreased 6 Blood glucose increased 3 Antipsychotic drug level above therapeutic 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99581296343127"
"Anaemia 1 Blood creatinine increased 6 Hyperkalaemia 6 Dyspnoea 4 Fatigue 6 Dyspnoea exertional 6 Thrombocytosis 6 Dizziness 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99823683839122"
"Encephalopathy 3 Renal failure 3 Haematuria 6 Arrhythmia 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99701021844476"
"Cerebral haemorrhage 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99833187210446"
"Haemorrhage intracranial 5 Acute respiratory failure 5 Coagulopathy 6 Haematuria 6 Anaemia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99809152576066"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Anaemia 6 Blood count abnormal 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99442101544873"
"Anaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Overdose 1 Bradycardia 1 Oxygen saturation decreased 1 Anticonvulsant drug level increased 1 Depressed level of consciousness 1 Hypertransaminasaemia 1 Hypofibrinogenaemia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99448981234133"
"Dementia 3 Blood urea decreased 6 Blood cholesterol increased 6 Blood triglycerides increased 6 Mean cell haemoglobin concentration decreased 6 Neutrophil count increased 6 Monocyte count increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99779044225014"
"Mouth haemorrhage 1 Epistaxis 1 Rectal haemorrhage 1 Fatigue 1 Renal failure acute 3 Oesophageal candidiasis 3 Hiatus hernia 3 Haemorrhoids 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794169471812"
"Surgery 6 Device difficult to use 1 Medical device complication 1 Incorrect drug administration duration 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99671257769053"
"Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Platelet count decreased 1 Haemoglobin decreased 6 Red blood cell count decreased 6 Haematocrit decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99856384228567"
"Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Platelet count decreased 1 Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794902012159"
"Haemoglobin decreased 6 Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99749662906292"
"Haemoglobin decreased 6 Platelet count decreased 6 Haematocrit decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99824240616305"
"Haemoglobin decreased 1 Nausea 1 Asthenia 1 Memory impairment 1 Depression 1 Muscle spasms 1 Headache 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99498849714436"
"Metastases to lymph nodes 6 Cardiac failure 6 Device related sepsis 6 Breast cancer recurrent 6 Exposure during pregnancy 1 Lymphoedema 6 Malignant neoplasm progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99687739356145"
"Anaemia 3 Drug effect increased 3 White blood cell count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99833752609021"
"Platelet count decreased 1 Arthralgia 6 Pancytopenia 1 Herpes zoster 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9979958359417"
"Haemoglobin decreased 6 Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794901951402"
"Angina pectoris 6 Dehydration 6 Malaise 6 Pain 6 Oral surgery 6 Immunosuppressant drug level increased 1 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99821176389305"
"Haemoglobin decreased 6 Platelet count decreased 6 Haematocrit decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99824240616305"
"Platelet count decreased 3 Blood glucose decreased 1 Asthenia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99848081605483"
"Vaginal ulceration 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.98496747444179"
"Death 5 Drug ineffective 6 Off label use 6 Off label use 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99886110776005"
"Thrombocytopenia 3 Haemoglobin decreased 3 Haematocrit decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99859206609839"
"Haemoglobin decreased 6 Platelet count decreased 6 Epistaxis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99848288410656"
"Disease progression 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Platelet count decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Thrombocytopenia 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99875971585262"
"Haematocrit decreased 2 Haemoglobin decreased 2 Aspartate aminotransferase increased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99820146358147"
"Epilepsy 6 Wrong technique in drug usage process 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9951376790725"
"Thrombocytopenia 6 Medication error 1 Fatigue 3 Dyspnoea exertional 3 Insomnia 3 Musculoskeletal pain 3 Rash pruritic 3 Weight increased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99650456637109"
"Anaemia 2 Thrombocytopenia 2 Dizziness 1 Leukocytosis 1 Fatigue 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99610116157629"
"Diet refusal 2","VALACYCLOVIR ACICLOVIR PRED FORTE EYE DROPS 10MG/ML, 5ML VIAL","0.97193720708701"
"Platelet count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Anaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Dyspnoea 6 Chest discomfort 6 Fatigue 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99882311277908"
"Platelet count decreased 2 Anaemia 2 Fatigue 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99878412700602"
"Gastric disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99721529338611"
"Anaemia 1 Diarrhoea 1 Blood count abnormal 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99801245223664"
"Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99500120236427"
"Thrombocytopenia 1 Anaemia 6 Medication error 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99849666315402"
"Thrombocytopenia 6 Platelet count increased 6 Drug ineffective 6 Pain 6 Fall 6 Neurological symptom Night sweats 6 Abdominal discomfort 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899455325278"
"Diabetes mellitus inadequate control 6 Drug withdrawal syndrome 3 Blood testosterone decreased 6 Insomnia 3 Back pain 3 Pain 3 Back pain 3 Musculoskeletal discomfort 3 Off label use 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99584539722765"
"Anaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Haemoglobin decreased 6 Fatigue 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99883734511611"
"Platelet count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Disease progression 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Anaemia 6 Back pain 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99928410968626"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Thrombocytopenia 1 Infection 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99544427634572"
"Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Device related infection 6 Infection 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99497321375895"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Haemoglobin decreased 2 Platelet count decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794901951402"
"Thrombocytopenia 3 Haemoglobin decreased 3 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99894310044137"
"Platelet count decreased 6 Haemoglobin decreased 6 Dizziness 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99851679958113"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Haemoglobin decreased 6 Constipation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9985060105975"
"Platelet count decreased 3 Blood pressure increased 6 Palpitations 6 Feeling abnormal 3 Contusion 6 Red blood cell count decreased 6 Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99731539657945"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Giant cell tumour of tendon sheath 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99249013176518"
"Platelet count decreased 6 Weight increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868694322646"
"Aneurysm 6 Glossodynia 6 Urinary tract infection 6 Nephrolithiasis 6 Skin wrinkling 6 Dry skin 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99716558100137"
"Thrombocytopenia 2 Tooth disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99553933092127"
"Anaemia 1 Fatigue 3 Weight decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99882268849474"
"Transfusion 6 Drug ineffective 6 Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99888726231564"
"Dyspnoea 2 Malaise 3 Nausea 3 Influenza like illness 3 Chills 3 Pain 3 Hyperhidrosis 3 Pyrexia 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99748810957798"
"Haemoglobin decreased 3 Disease progression 3 Platelet count decreased 3 Abdominal pain 6 Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99815900262998"
"Anaemia 3 Thrombocytopenia 3 Splenomegaly 3 Abdominal discomfort 1 Palpitations 1 Gingival pain 6 Fatigue 6 Oedema peripheral 6 Paraesthesia 6 Confusional state 6 Feeling abnormal 6 Asthenia 3 Nervousness 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99688938477266"
"Anaemia 6 Headache 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99463049193465"
